Sample,Pattern,Infill_pct,Valid_cycles_total,Valid_cycles_early,Valid_cycles_late,Late_A80_pct,Early_cycle_centre_pct,Late_cycle_centre_pct,Resistance_evolution_pp,Late_A80_CV_pct
19,Rectilinear,40,410,50,37,3.438919609220154,-9.90333907058708,-19.61483865049319,-9.71149957990611,22.670847479105184
20,Rectilinear,60,500,50,50,5.2329998181204,-6.678054672323568,-12.435178716477484,-5.757124044153916,25.616241722489075
21,Rectilinear,80,500,50,50,5.646453487336846,-1.7511262602557884,-10.99721337201686,-9.246087111761073,12.642424156813178
22,Grid,40,500,50,50,2.9749295708201644,-3.986598540939015,-9.144452205003049,-5.157853664064033,15.093510017451116
23,Grid,60,500,50,50,5.833647696258563,-6.126389833989205,-18.93134010773594,-12.804950273746737,25.673912353343955
24,Grid,80,466,50,50,3.3634652391942987,-2.252082260441603,-6.649655596490587,-4.397573336048984,16.045889356705565
25,Honeycomb,40,500,50,50,2.9808690223542778,-2.080726767454773,-10.71063045621128,-8.629903688756507,16.540311458718456
26,Honeycomb,60,500,50,50,4.536293528260778,-6.9119975303668735,-19.421272256777154,-12.50927472641028,10.47092687322264
27,Honeycomb,80,481,50,50,2.211165171055314,-3.9433296348188733,-9.444620343411284,-5.5012907085924105,22.59593879233212
