specimen,valid_cycles,median_A80_pct_points,IQR_A80_pct_points,early_A80_cycles_1_50,late_A80_cycles_101_150,late_vs_early_A80_change_pct,late_A80_CV_pct,early_cycle_center_pct,late_cycle_center_pct,resistance_evolution_pct_points
1,150,4.1560307949999995,1.1178740275,4.109288749999999,4.016216515,-2.264923218160303,13.55310691210699,-1.5079119,-4.3242215,-2.8163096000000003
2,150,5.4841939649999984,2.048167480000002,7.02894788,4.398351065,-37.42518595827175,12.704398408015912,-13.993122499999998,-20.672105950000002,-6.678983450000004
3,150,5.156877474999999,1.2695799300000008,5.224169049999999,5.365080234999999,2.6972937447343948,15.799265562212074,0.0514713,-6.469847125,-6.5213184250000005
4,150,7.774190195,1.8761732249999996,7.876817244999998,8.44214452,7.177102850251561,13.092974663460968,2.4929889249999997,-11.1746525,-13.667641425
5,150,3.551301040000001,0.7242063824999998,3.384451285,3.3778656750000002,-0.19458427512865462,11.959516707163615,-3.1590314500000005,-7.103724625,-3.9446931749999994
