specimen,valid_cycles,median_A80_pct_points,IQR_A80_pct_points,early_A80_cycles_1_50,late_A80_cycles_101_150,late_vs_early_A80_change_pct,late_A80_CV_pct,early_cycle_center_pct,late_cycle_center_pct,resistance_evolution_pct_points
1,150,3.3326963750000007,0.7595087124999997,3.318491345,3.369545175,1.538465064160047,15.05576658034775,-3.4470485249999996,-13.569845075,-10.12279655
2,150,6.781950575,1.8223438474999991,7.642579605000003,6.446469770000002,-15.650603550370228,17.455774593749354,-3.123733025,-13.596635875,-10.47290285
3,150,7.283340285000001,1.7365508025,8.692981930000002,6.783500095000003,-21.9657863133278,9.91983231719526,0.347307775,-7.7665199000000005,-8.113827675
5,150,2.9054118450000006,0.881943070000001,3.27518162,2.806797885,-14.301000351852247,19.478974922949725,3.720984875,-1.8994161750000003,-5.62040105
6,150,7.254408440000001,2.1717937675000005,8.447099110000002,6.0208551,-28.722807420688603,16.986204592214328,10.188744074999999,8.861322874999999,-1.3274211999999999
