Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","-0.0001"
"0.0400","0.0000","-0.0001"
"0.0460","0.0000","0.0000"
"0.0660","0.0000","-0.0001"
"0.0860","0.0000","-0.0001"
"0.1060","0.0000","-0.0001"
"0.1260","0.0001","0.0000"
"0.1460","0.0001","0.0000"
"0.1660","0.0003","0.0001"
"0.1860","0.0004","0.0000"
"0.2060","0.0007","0.0000"
"0.2260","0.0007","0.0000"
"0.2460","0.0008","0.0000"
"0.2660","0.0008","-0.0001"
"0.2860","0.0009","0.0000"
"0.3060","0.0012","0.0001"
"0.3260","0.0016","0.0001"
"0.3460","0.0021","0.0001"
"0.3660","0.0027","0.0000"
"0.3860","0.0033","-0.0001"
"0.4060","0.0039","-0.0001"
"0.4260","0.0044","0.0000"
"0.4460","0.0048","0.0001"
"0.4660","0.0052","0.0001"
"0.4860","0.0055","0.0001"
"0.5060","0.0058","0.0000"
"0.5260","0.0061","0.0000"
"0.5460","0.0063","0.0001"
"0.5660","0.0066","0.0000"
"0.5860","0.0069","0.0000"
"0.6060","0.0072","0.0001"
"0.6260","0.0075","0.0002"
"0.6460","0.0079","0.0001"
"0.6660","0.0084","0.0000"
"0.6860","0.0089","0.0000"
"0.7060","0.0093","0.0001"
"0.7260","0.0096","0.0002"
"0.7460","0.0098","0.0001"
"0.7660","0.0101","0.0000"
"0.7860","0.0103","0.0001"
"0.8060","0.0106","0.0002"
"0.8260","0.0110","0.0002"
"0.8460","0.0114","0.0001"
"0.8660","0.0118","0.0001"
"0.8860","0.0121","0.0002"
"0.9060","0.0124","0.0002"
"0.9260","0.0126","0.0001"
"0.9460","0.0129","0.0001"
"0.9660","0.0131","0.0001"
"0.9860","0.0135","0.0001"
"1.0060","0.0139","0.0000"
"1.0260","0.0143","0.0000"
"1.0460","0.0148","0.0001"
"1.0660","0.0152","0.0001"
"1.0860","0.0156","0.0001"
"1.1060","0.0159","0.0001"
"1.1260","0.0162","0.0001"
"1.1460","0.0165","0.0001"
"1.1660","0.0168","0.0001"
"1.1860","0.0171","0.0001"
"1.2060","0.0174","0.0000"
"1.2260","0.0177","0.0001"
"1.2460","0.0180","0.0001"
"1.2660","0.0182","0.0001"
"1.2860","0.0185","0.0002"
"1.3060","0.0188","0.0002"
"1.3260","0.0192","0.0001"
"1.3460","0.0196","0.0001"
"1.3660","0.0201","0.0001"
"1.3860","0.0205","0.0002"
"1.4060","0.0209","0.0002"
"1.4260","0.0212","0.0002"
"1.4460","0.0214","0.0002"
"1.4660","0.0217","0.0001"
"1.4860","0.0220","0.0001"
"1.5060","0.0223","0.0002"
"1.5260","0.0227","0.0002"
"1.5460","0.0231","0.0002"
"1.5660","0.0235","0.0002"
"1.5860","0.0238","0.0002"
"1.6060","0.0240","0.0002"
"1.6260","0.0242","0.0002"
"1.6460","0.0245","0.0002"
"1.6660","0.0248","0.0002"
"1.6860","0.0252","0.0002"
"1.7060","0.0256","0.0002"
"1.7260","0.0261","0.0002"
"1.7460","0.0265","0.0001"
"1.7660","0.0269","0.0001"
"1.7860","0.0273","0.0001"
"1.8060","0.0276","0.0001"
"1.8260","0.0278","0.0002"
"1.8460","0.0281","0.0003"
"1.8660","0.0285","0.0003"
"1.8860","0.0288","0.0002"
"1.9060","0.0291","0.0002"
"1.9260","0.0293","0.0003"
"1.9460","0.0295","0.0002"
"1.9660","0.0298","0.0003"
"1.9860","0.0302","0.0003"
"2.0060","0.0305","0.0003"
"2.0260","0.0310","0.0001"
"2.0460","0.0314","0.0001"
"2.0660","0.0319","0.0002"
"2.0860","0.0323","0.0001"
"2.1060","0.0326","0.0001"
"2.1260","0.0328","0.0001"
"2.1460","0.0331","0.0002"
"2.1660","0.0333","0.0002"
"2.1860","0.0337","0.0002"
"2.2060","0.0340","0.0002"
"2.2260","0.0345","0.0002"
"2.2460","0.0348","0.0002"
"2.2660","0.0351","0.0002"
"2.2860","0.0354","0.0002"
"2.3060","0.0356","0.0003"
