Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","0.0005"
"0.0390","0.0000","0.0006"
"0.0590","0.0000","0.0005"
"0.0790","0.0000","0.0004"
"0.0990","0.0001","0.0004"
"0.1190","0.0001","0.0004"
"0.1390","0.0003","0.0004"
"0.1590","0.0004","0.0003"
"0.1790","0.0004","0.0000"
"0.1990","0.0005","-0.0001"
"0.2190","0.0005","0.0000"
"0.2390","0.0007","0.0001"
"0.2590","0.0010","0.0000"
"0.2790","0.0015","0.0001"
"0.2990","0.0021","0.0001"
"0.3190","0.0028","-0.0001"
"0.3390","0.0035","-0.0002"
"0.3590","0.0040","0.0001"
"0.3790","0.0044","0.0004"
"0.3990","0.0047","0.0002"
"0.4190","0.0051","0.0002"
"0.4390","0.0054","0.0001"
"0.4590","0.0056","0.0001"
"0.4790","0.0059","0.0001"
"0.4990","0.0061","0.0002"
"0.5190","0.0064","0.0003"
"0.5390","0.0068","0.0005"
"0.5590","0.0071","0.0003"
"0.5790","0.0076","0.0002"
"0.5990","0.0080","0.0001"
"0.6190","0.0085","0.0002"
"0.6390","0.0089","0.0000"
"0.6590","0.0092","-0.0002"
"0.6790","0.0094","-0.0003"
"0.6990","0.0096","-0.0003"
"0.7190","0.0099","-0.0003"
"0.7390","0.0103","-0.0001"
"0.7590","0.0106","-0.0001"
"0.7790","0.0110","-0.0001"
"0.7990","0.0114","0.0000"
"0.8190","0.0117","0.0000"
"0.8390","0.0119","-0.0001"
"0.8590","0.0121","-0.0002"
"0.8790","0.0124","-0.0003"
"0.8990","0.0127","-0.0003"
"0.9190","0.0131","-0.0004"
"0.9390","0.0135","-0.0003"
"0.9590","0.0140","-0.0003"
"0.9790","0.0144","-0.0005"
"0.9990","0.0149","-0.0006"
"1.0190","0.0152","-0.0006"
"1.0390","0.0155","-0.0006"
"1.0590","0.0158","-0.0005"
"1.0790","0.0161","-0.0004"
"1.0990","0.0164","-0.0002"
"1.1190","0.0167","-0.0002"
"1.1390","0.0170","-0.0002"
"1.1590","0.0173","-0.0004"
"1.1790","0.0175","-0.0005"
"1.1990","0.0178","-0.0004"
"1.2190","0.0181","-0.0003"
"1.2390","0.0184","-0.0004"
"1.2590","0.0189","-0.0005"
"1.2790","0.0193","-0.0005"
"1.2990","0.0198","-0.0007"
"1.3190","0.0202","-0.0008"
"1.3390","0.0205","-0.0007"
"1.3590","0.0208","-0.0003"
"1.3790","0.0210","-0.0002"
"1.3990","0.0213","-0.0002"
"1.4190","0.0216","-0.0002"
"1.4390","0.0220","-0.0002"
"1.4590","0.0224","-0.0003"
"1.4790","0.0228","-0.0004"
"1.4990","0.0230","-0.0004"
"1.5190","0.0233","-0.0001"
"1.5390","0.0235","0.0001"
"1.5590","0.0237","0.0003"
"1.5790","0.0240","0.0001"
"1.5990","0.0244","0.0000"
"1.6190","0.0248","0.0000"
"1.6390","0.0252","0.0001"
"1.6590","0.0257","0.0002"
"1.6790","0.0261","0.0002"
"1.6990","0.0265","0.0002"
"1.7190","0.0268","0.0000"
"1.7390","0.0271","-0.0002"
"1.7590","0.0274","-0.0004"
"1.7790","0.0277","-0.0001"
"1.7990","0.0281","0.0001"
"1.8190","0.0284","-0.0001"
"1.8390","0.0286","-0.0001"
"1.8590","0.0289","-0.0001"
"1.8790","0.0291","0.0000"
"1.8990","0.0294","0.0000"
"1.9190","0.0297","-0.0002"
"1.9390","0.0301","-0.0003"
"1.9590","0.0305","0.0000"
"1.9790","0.0310","0.0000"
"1.9990","0.0315","0.0000"
"2.0190","0.0319","0.0001"
"2.0390","0.0322","0.0001"
"2.0590","0.0324","0.0000"
"2.0790","0.0326","-0.0002"
"2.0990","0.0329","-0.0002"
"2.1190","0.0333","-0.0002"
"2.1390","0.0337","-0.0004"
"2.1590","0.0341","-0.0002"
"2.1790","0.0344","-0.0001"
"2.1990","0.0347","-0.0002"
"2.2190","0.0349","-0.0003"
"2.2390","0.0351","-0.0004"
