Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","0.0001"
"0.0260","0.0000","0.0001"
"0.0460","0.0000","0.0000"
"0.0660","0.0000","-0.0001"
"0.0860","0.0000","0.0000"
"0.1060","0.0001","0.0001"
"0.1260","0.0002","0.0001"
"0.1460","0.0004","0.0001"
"0.1660","0.0004","0.0001"
"0.1860","0.0004","0.0001"
"0.2060","0.0004","0.0001"
"0.2260","0.0005","0.0001"
"0.2460","0.0007","0.0000"
"0.2660","0.0011","-0.0001"
"0.2860","0.0017","-0.0001"
"0.3060","0.0024","0.0000"
"0.3260","0.0032","0.0000"
"0.3460","0.0039","0.0000"
"0.3660","0.0043","0.0000"
"0.3860","0.0047","0.0000"
"0.4060","0.0050","0.0001"
"0.4260","0.0053","0.0000"
"0.4460","0.0056","0.0000"
"0.4660","0.0058","0.0001"
"0.4860","0.0061","0.0001"
"0.5060","0.0063","0.0001"
"0.5260","0.0066","0.0001"
"0.5460","0.0070","0.0000"
"0.5660","0.0074","0.0001"
"0.5860","0.0078","0.0002"
"0.6060","0.0083","0.0001"
"0.6260","0.0087","0.0001"
"0.6460","0.0090","0.0001"
"0.6660","0.0093","0.0001"
"0.6860","0.0096","0.0001"
"0.7060","0.0098","0.0001"
"0.7260","0.0102","0.0001"
"0.7460","0.0105","0.0001"
"0.7660","0.0109","0.0001"
"0.7860","0.0113","0.0001"
"0.8060","0.0116","0.0001"
"0.8260","0.0118","0.0001"
"0.8460","0.0121","0.0001"
"0.8660","0.0123","0.0000"
"0.8860","0.0126","0.0000"
"0.9060","0.0130","0.0001"
"0.9260","0.0134","0.0001"
"0.9460","0.0138","0.0001"
"0.9660","0.0143","0.0001"
"0.9860","0.0147","0.0001"
"1.0060","0.0151","0.0001"
"1.0260","0.0154","0.0002"
"1.0460","0.0156","0.0002"
"1.0660","0.0159","0.0002"
"1.0860","0.0162","0.0001"
"1.1060","0.0166","0.0001"
"1.1260","0.0169","0.0002"
"1.1460","0.0172","0.0002"
"1.1660","0.0174","0.0002"
"1.1860","0.0177","0.0002"
"1.2060","0.0180","0.0002"
"1.2260","0.0183","0.0002"
"1.2460","0.0187","0.0001"
"1.2660","0.0191","0.0001"
"1.2860","0.0196","0.0001"
"1.3060","0.0200","0.0002"
"1.3260","0.0204","0.0002"
"1.3460","0.0207","0.0002"
"1.3660","0.0210","0.0003"
"1.3860","0.0212","0.0002"
"1.4060","0.0215","0.0002"
"1.4260","0.0219","0.0002"
"1.4460","0.0222","0.0002"
"1.4660","0.0226","0.0001"
"1.4860","0.0229","0.0002"
"1.5060","0.0232","0.0002"
"1.5260","0.0235","0.0002"
"1.5460","0.0237","0.0002"
"1.5660","0.0240","0.0002"
"1.5860","0.0243","0.0002"
"1.6060","0.0246","0.0002"
"1.6260","0.0250","0.0002"
"1.6460","0.0255","0.0002"
"1.6660","0.0259","0.0003"
"1.6860","0.0263","0.0003"
"1.7060","0.0267","0.0003"
"1.7260","0.0270","0.0003"
"1.7460","0.0273","0.0003"
"1.7660","0.0276","0.0002"
"1.7860","0.0279","0.0002"
"1.8060","0.0282","0.0002"
"1.8260","0.0285","0.0002"
"1.8460","0.0288","0.0002"
"1.8660","0.0291","0.0002"
"1.8860","0.0294","0.0003"
"1.9060","0.0297","0.0002"
"1.9260","0.0300","0.0002"
"1.9460","0.0305","0.0003"
"1.9660","0.0310","0.0003"
"1.9860","0.0314","0.0003"
"2.0060","0.0318","0.0003"
"2.0260","0.0321","0.0003"
"2.0460","0.0324","0.0004"
"2.0660","0.0326","0.0004"
"2.0860","0.0328","0.0003"
"2.1060","0.0332","0.0003"
"2.1260","0.0335","0.0004"
"2.1460","0.0339","0.0004"
"2.1660","0.0342","0.0004"
"2.1860","0.0345","0.0003"
"2.2060","0.0348","0.0003"
"2.2260","0.0350","0.0003"
"2.2460","0.0353","0.0002"
"2.2660","0.0356","0.0003"
"2.2860","0.0359","0.0004"
"2.3060","0.0363","0.0003"
