start_s,end_s,displacement_mm,duration_s,sample,cycle,phase,alignment_offset_s,R_median_ohm,R_MAD_ohm,plateau_observations,dR_R0_pct,robust_noise_pct_R
738.318,748.247,2.5,9.928999999999974,1,5,Unloading,17.7,3795.563629,27.83350300000029,60,4.356437435595078,1.0872153804116989
749.378,759.314,2.0,9.935999999999922,1,5,Unloading,17.7,3644.244604,10.72194300000001,60,0.1960238821044244,0.4362043281713813
760.444,770.378,1.5,9.934000000000083,1,5,Unloading,17.7,3709.076763,18.130047999999988,60,1.97853994712441,0.7246981090533979
771.508,781.442,1.0,9.933999999999969,1,5,Unloading,17.7,3683.72093,21.655157000000145,60,1.281398584541313,0.8715626503281347
782.574,792.509,0.5,9.93500000000006,1,5,Unloading,17.7,3738.28125,21.99484399999983,60,2.78149743074249,0.8723141340529085
793.441,833.392,0.1,39.95100000000002,1,5,Unloading,17.7,3591.126976,12.29307800000015,60,-1.2644091299406517,0.5075208302186255
22.111,32.04,0.5,9.928999999999998,2,1,Loading,20.200000000000003,3938.082485,11.611896999999772,60,8.593381516799504,0.43716195782526024
33.172,43.11,1.0,9.938000000000002,2,1,Loading,20.200000000000003,3922.608231,9.645593999999846,60,8.166675988230608,0.3645675739775342
44.242,54.187,1.5,9.945,2,1,Loading,20.200000000000003,3941.961415,11.661772999999812,60,8.700343757171925,0.4386076582081339
55.32,65.253,2.0,9.933,2,1,Loading,20.200000000000003,3943.9029595,9.720228499999848,60,8.75388221997036,0.36540480133737363
66.386,76.326,2.5,9.939999999999998,2,1,Loading,20.200000000000003,3926.470588,7.728854499999898,60,8.273181224942295,0.2918345986525405
77.457,87.394,3.0,9.937000000000012,2,1,Loading,20.200000000000003,3941.961415,11.643054500000062,60,8.700343757171925,0.43790364197920717
88.525,98.459,2.5,9.933999999999997,2,1,Unloading,20.200000000000003,3827.373418,9.392969499999936,60,5.540557713364138,0.3638530934872032
99.59,109.533,2.0,9.942999999999998,2,1,Unloading,20.200000000000003,3793.700787,13.026251500000171,60,4.6120284408602386,0.5090733707855872
110.664,120.599,1.5,9.935000000000002,2,1,Unloading,20.200000000000003,3803.0228295,11.19470350000006,60,4.869085554715565,0.4364230285538991
121.73,131.676,1.0,9.945999999999984,2,1,Unloading,20.200000000000003,3827.373418,11.295361999999841,60,5.540557713364138,0.43754559255811193
132.807,142.746,0.5,9.939000000000021,2,1,Unloading,20.200000000000003,3846.218932,11.355220999999801,60,6.060226384469233,0.4377091099659665
143.676,183.621,0.1,39.94500000000002,2,1,Unloading,20.200000000000003,3799.29127,13.077150999999958,60,4.76618708420876,0.510310547277412
184.55,194.494,0.5,9.943999999999988,2,2,Loading,20.200000000000003,3797.426471,13.03993400000013,60,4.714764893325132,0.5091081103489835
195.625,205.558,1.0,9.932999999999993,2,2,Loading,20.200000000000003,3801.156069,7.470968999999968,60,4.817609275092387,0.2913971023114008
206.689,216.622,1.5,9.933000000000021,2,2,Loading,20.200000000000003,3791.8399005,16.709010500000204,60,4.5607141379161815,0.6533181678908361
217.753,227.688,2.0,9.935000000000002,2,2,Loading,20.200000000000003,3797.426471,22.366062000000056,60,4.714764893325132,0.8732209504103412
228.819,238.769,2.5,9.950000000000017,2,2,Loading,20.200000000000003,3771.428571,14.832572000000255,60,3.9978678034116806,0.5830886316208156
239.899,249.827,3.0,9.927999999999997,2,2,Loading,20.200000000000003,3801.156069,11.17705500000011,60,4.817609275092387,0.4359489966261672
250.957,260.896,2.5,9.939000000000021,2,2,Unloading,20.200000000000003,3745.620438,12.850313500000084,60,3.286203575000959,0.508644031355003
262.027,271.966,2.0,9.939000000000021,2,2,Unloading,20.200000000000003,3767.730126,11.106960999999956,60,3.8958824716077687,0.43705838337424313
273.097,283.036,1.5,9.939000000000021,2,2,Unloading,20.200000000000003,3716.35514,10.911904999999933,60,2.4792073571660733,0.43531873955942485
284.167,294.112,1.0,9.94500000000005,2,2,Unloading,20.200000000000003,3738.28125,10.980157999999847,60,3.083824055134831,0.435472377868834
