start_s,end_s,displacement_mm,duration_s,sample,cycle,phase,alignment_offset_s,R_median_ohm,R_MAD_ohm,plateau_observations,dR_R0_pct,robust_noise_pct_R
217.775,227.716,2.0,9.941000000000003,4,2,Loading,43.6,5715.010007,42.09902999999986,60,-8.117370706943491,1.0921419525346385
228.848,238.799,2.5,9.950999999999993,4,2,Loading,43.6,5930.532787,56.39836699999978,60,-4.6523199590544,1.4099276054503949
239.93,249.872,3.0,9.942000000000007,4,2,Loading,43.6,5902.248257499999,34.46582850000004,60,-5.107062284193618,0.8657554732498485
251.002,260.946,2.5,9.944000000000017,4,2,Unloading,43.6,5824.577988,18.520794000000024,60,-6.355800006580645,0.4714320804180472
262.077,272.015,2.0,9.937999999999988,4,2,Unloading,43.6,5880.366848,40.51156849999961,60,-5.458858945098055,1.021406538242211
273.146,283.08,1.5,9.933999999999969,4,2,Unloading,43.6,5955.821918,19.057972000000518,60,-4.24573592053646,0.4744156167901185
284.211,294.154,1.0,9.942999999999984,4,2,Unloading,43.6,5830.743243,37.16720499999974,61,-6.256678598399678,0.9450613041339782
295.285,305.219,0.5,9.933999999999969,4,2,Unloading,43.6,5987.628866,54.22220349999998,60,-3.734362185678963,1.342598893621874
306.151,346.095,0.1,39.94400000000002,4,2,Unloading,43.6,5824.577988,33.75960299999997,60,-6.355800006580645,0.8593238430478365
347.025,356.959,0.5,9.934000000000026,4,3,Loading,43.6,5763.380282,12.14116600000034,60,-7.339701369324741,0.31232526452955134
358.09,368.056,1.0,9.966000000000008,4,3,Loading,43.6,5497.851562,11.455555499999718,60,-11.608718731767976,0.30892079192696803
369.187,379.126,1.5,9.938999999999965,4,3,Loading,43.6,5608.042189,56.137902000000395,60,-9.837137488723888,1.4841196036016586
380.257,390.197,2.0,9.939999999999998,4,3,Loading,43.6,5697.003995,24.02404200000001,60,-8.406860965685976,0.6252065945619898
391.329,401.268,2.5,9.938999999999965,4,3,Loading,43.6,5748.2099195,33.44330650000029,60,-7.583601693579903,0.862582384973396
402.399,412.335,3.0,9.935999999999979,4,3,Loading,43.6,5679.069767,35.9402399999999,60,-8.69519712274656,0.9382698577437613
413.464,423.397,2.5,9.932999999999993,4,3,Unloading,43.6,5676.0886685000005,26.909332499999437,60,-8.743125502229017,0.7028744386236354
424.528,434.466,2.0,9.937999999999988,4,3,Unloading,43.6,5440.944373,16.961792999999943,60,-12.523639640846422,0.46219098336295217
435.597,445.534,1.5,9.937000000000012,4,3,Unloading,43.6,5694.0109795,35.773335999999745,60,-8.454980939809914,0.9314619895281081
446.665,456.602,1.0,9.936999999999955,4,3,Unloading,43.6,5543.913613,46.06205099999988,60,-10.868159686144793,1.2318301037819548
457.733,467.669,0.5,9.935999999999979,4,3,Unloading,43.6,5793.876178,43.040657999999894,60,-6.849405971119739,1.1013711303168936
468.6,508.53,0.1,39.92999999999995,4,3,Unloading,43.6,5733.088235,18.07822800000031,60,-7.826719401072667,0.4675103492943268
509.46,519.389,0.5,9.92900000000003,4,4,Loading,43.6,5570.0370565,52.091583000000355,60,-10.448162053239745,1.3865433958949196
520.52,530.46,1.0,9.940000000000055,4,4,Loading,43.6,5702.998001,24.05610700000034,60,-8.310492799995318,0.6253830745153105
531.591,541.533,1.5,9.942000000000007,4,4,Loading,43.6,5691.017964,20.88753649999944,60,-8.503100913933853,0.5441532922720391
542.664,552.603,2.0,9.938999999999965,4,4,Loading,43.6,5655.26839,35.60799199999974,60,-9.077861911937935,0.9335084614648963
553.735,563.67,2.5,9.934999999999945,4,4,Loading,43.6,5705.9990005,65.98154350000004,60,-8.262244463731792,1.7144103317320596
564.801,574.748,3.0,9.947000000000003,4,4,Loading,43.6,5724.0410725,30.110576000000037,60,-7.972174453141406,0.7799025096460828
575.878,585.812,2.5,9.933999999999969,4,4,Unloading,43.6,5426.833328500001,22.5282729999999,60,-12.750508862272666,0.6154679078568986
586.943,596.887,2.0,9.94399999999996,4,4,Unloading,43.6,5584.615385,55.458034000000225,60,-10.21378010961459,1.472296219883732
598.018,607.95,1.5,9.932000000000016,4,4,Unloading,43.6,5532.352941,34.50137900000027,60,-11.054025491883282,0.9245929363312541
609.081,619.025,1.0,9.94399999999996,4,4,Unloading,43.6,5634.546431000001,59.034917499999665,60,-9.411017597525674,1.5533667129612387
620.156,630.096,0.5,9.940000000000055,4,4,Unloading,43.6,5712.0050035,39.234112499999355,60,-8.165683417205871,1.0183551162307563
631.027,670.964,0.1,39.93700000000001,4,4,Unloading,43.6,5494.9895415,42.931328499999836,60,-11.654732643958594,1.1583277302603352
671.894,681.823,0.5,9.928999999999974,4,5,Loading,43.6,5398.745671000001,36.245671000000584,60,-13.202085993130147,0.9953762429162012
682.954,692.893,1.0,9.939000000000078,4,5,Loading,43.6,5480.701754,25.658111499999904,60,-11.884443437233237,0.6940847690195232
694.024,703.95,1.5,9.926000000000045,4,5,Loading,43.6,5529.468436499999,37.49923149999995,60,-11.100400888836761,1.0054557912820077
705.081,715.02,2.0,9.938999999999965,4,5,Loading,43.6,5590.460526,70.74637100000018,60,-10.119805309393627,1.8762062473527297
716.152,726.093,2.5,9.940999999999917,4,5,Loading,43.6,5667.153285,71.4085355000002,60,-8.886783436111234,1.8681388945755377
727.224,737.162,3.0,9.937999999999988,4,5,Loading,43.6,5515.068493,17.28444800000034,60,-11.331914861486123,0.4646528440639713
738.292,748.246,2.5,9.95399999999995,4,5,Unloading,43.6,5351.408451,19.373050499999863,60,-13.963146469261678,0.5367275724567897
749.377,759.323,2.0,9.946000000000026,4,5,Unloading,43.6,5435.294118,16.907020999999986,60,-12.61448117654634,0.4611774227927803
760.454,770.385,1.5,9.93100000000004,4,5,Unloading,43.6,5492.127521,5.724040999999488,60,-11.70074655614921,0.15452050510753682
771.516,781.463,1.0,9.947000000000003,4,5,Unloading,43.6,5532.352941,34.50137900000027,60,-11.054025491883282,0.9245929363312541
782.594,792.532,0.5,9.937999999999988,4,5,Unloading,43.6,5497.851562,8.582339999999476,60,-11.608718731767976,0.23143908380404582
793.463,819.734,0.1,26.271000000000072,4,5,Unloading,43.6,,,0,,
22.114,32.045,0.5,9.931000000000001,5,1,Loading,20.400000000000002,4611.885246,18.529106500000125,60,2.076874724742902,0.595662117151043
33.176,43.109,1.0,9.933,5,1,Loading,20.400000000000002,4598.012858,6.9199924999998075,60,1.7698310893364966,0.22313075664086612
44.241,54.181,1.5,9.939999999999998,5,1,Loading,20.400000000000002,4667.865566,14.119076999999379,60,3.3159116493166922,0.4484478668938401
55.312,65.282,2.0,9.969999999999999,5,1,Loading,20.400000000000002,4628.132099,13.945743499999935,60,2.4364734332733806,0.44674522833017993
66.413,76.35,2.5,9.936999999999998,5,1,Loading,20.400000000000002,4722.262505500001,11.889061500000935,60,4.51990292025452,0.37326858808402985
77.48,87.426,3.0,9.945999999999998,5,1,Loading,20.400000000000002,4738.964902,11.948546499999793,60,4.889584372457196,0.37381401650439344
88.556,98.494,2.5,9.938000000000002,5,1,Unloading,20.400000000000002,4607.255705,9.253676499999983,60,1.9744070674871286,0.29778031994210696
99.625,109.564,2.0,9.938999999999993,5,1,Unloading,20.400000000000002,4593.399533,11.519870999999966,60,1.6677223479063004,0.3718239752910244
110.695,120.635,1.5,9.940000000000012,5,1,Unloading,20.400000000000002,4602.631579,18.44254699999965,60,1.8720592627964572,0.5940714504926808
121.766,131.706,1.0,9.939999999999984,5,1,Unloading,20.400000000000002,4618.8404105,18.550823000000037,60,2.230816424825804,0.5954622315435822
132.837,142.777,0.5,9.939999999999998,5,1,Unloading,20.400000000000002,4677.272727,14.102425999999468,60,3.524124461147874,0.4470181237648239
143.708,183.649,0.1,39.941,5,1,Unloading,20.400000000000002,4616.520211,9.28624099999979,60,2.1794624337647033,0.29822854178769864
184.578,194.541,0.5,9.962999999999994,5,2,Loading,20.400000000000002,4653.796351,14.06921500000044,60,3.0045115557701063,0.4482151040949289
195.672,205.607,1.0,9.935000000000002,5,2,Loading,20.400000000000002,4565.832363,27.375286000000415,60,1.0575661084278247,0.8889200434186113
206.739,216.679,1.5,9.939999999999998,5,2,Loading,20.400000000000002,4681.984643,14.16920300000038,60,3.628415360333342,0.4486828123028631
217.81,227.744,2.0,9.933999999999997,5,2,Loading,20.400000000000002,4611.885246,18.529106500000125,60,2.076874724742902,0.595662117151043
228.875,238.815,2.5,9.939999999999998,5,2,Loading,20.400000000000002,4710.373444,14.270261000000573,60,4.256757118354322,0.4491594819419343
239.945,249.891,3.0,9.945999999999998,5,2,Loading,20.400000000000002,4734.185493,19.151813000000402,60,4.783799621161742,0.5997753572559602
251.021,260.963,2.5,9.942000000000036,5,2,Unloading,20.400000000000002,4598.012858,9.23205549999966,60,1.7698310893364966,0.29768175746801046
262.094,272.033,2.0,9.939000000000021,5,2,Unloading,20.400000000000002,4591.0955635,16.095563500000026,60,1.616727582538909,0.5197731590432846
273.164,283.097,1.5,9.932999999999993,5,2,Unloading,20.400000000000002,4598.012858,9.221263999999792,60,1.7698310893364966,0.29733379241454244
284.228,294.173,1.0,9.944999999999993,5,2,Unloading,20.400000000000002,4630.457746,13.962116499999865,60,2.48794799623629,0.4470450883777441
295.304,305.239,0.5,9.935000000000002,5,2,Unloading,20.400000000000002,4738.964902,19.129114500000014,60,4.889584372457196,0.5984603335156758
306.17,346.13,0.1,39.95999999999998,5,2,Unloading,20.400000000000002,4602.631579,9.25366699999995,60,1.8720592627964572,0.2980791848905864
347.059,356.985,0.5,9.925999999999988,5,3,Loading,20.400000000000002,4696.153846,18.97070900000017,60,3.942028532047652,0.5989150714761369
358.116,368.058,1.0,9.942000000000007,5,3,Loading,20.400000000000002,4649.117647,18.747919000000365,60,2.9009557523171976,0.5978696780740025
369.19,379.129,1.5,9.939000000000021,5,3,Loading,20.400000000000002,4719.881306,14.253344000000652,60,4.46719878949433,0.44772328887884466
380.26,390.203,2.0,9.942999999999984,5,3,Loading,20.400000000000002,4743.75,16.74791499999992,60,4.995495040879679,0.5234352311778632
391.334,401.267,2.5,9.932999999999993,5,3,Loading,20.400000000000002,4791.916168,19.33552299999974,60,6.061577919063005,0.5982334705943798
402.397,412.342,3.0,9.944999999999993,5,3,Loading,20.400000000000002,4801.618705,29.03805999999986,60,6.276328417185264,0.8966107140321088
413.472,423.411,2.5,9.939000000000021,5,3,Unloading,20.400000000000002,4696.153846,28.28827999999976,60,3.942028532047652,0.8930755955476769
424.542,434.479,2.0,9.937000000000012,5,3,Unloading,20.400000000000002,4642.1105885,11.685762500000237,60,2.7458654596188183,0.373220567502651
435.61,445.546,1.5,9.935999999999979,5,3,Unloading,20.400000000000002,4600.3222184999995,25.322218499999508,60,1.8209451760664668,0.8160889469246918
446.677,456.622,1.0,9.944999999999993,5,3,Unloading,20.400000000000002,4593.399533,9.232046000000082,60,1.6677223479063004,0.29798042389447255
457.753,467.688,0.5,9.935000000000002,5,3,Unloading,20.400000000000002,4710.373444,28.388801000000058,60,4.256757118354322,0.8935435133325299
468.619,508.563,0.1,39.94399999999996,5,3,Unloading,20.400000000000002,4520.3125,13.553401000000122,60,0.05005505707012902,0.4445328132203289
509.492,519.428,0.5,9.935999999999979,5,4,Loading,20.400000000000002,4663.170301,25.79381199999989,60,3.211989294002195,0.820083831444007
520.559,530.491,1.0,9.932000000000016,5,4,Loading,20.400000000000002,4708.000703,16.575511000000006,60,4.20424020327684,0.5219806486634675
531.623,541.563,1.5,9.93999999999994,5,4,Loading,20.400000000000002,4734.185493,28.55753100000038,60,4.783799621161742,0.8943332601395507
542.694,552.638,2.0,9.944000000000074,5,4,Loading,20.400000000000002,4743.75,19.1518944999998,60,4.995495040879679,0.5985686173533533
553.769,563.709,2.5,9.93999999999994,5,4,Loading,20.400000000000002,4734.185493,45.12183300000015,60,4.783799621161742,1.413075801628718
564.839,574.776,3.0,9.936999999999898,5,4,Loading,20.400000000000002,4753.337306,26.381076499999836,60,5.2076950808435125,0.8228446983875742
575.906,585.838,2.5,9.932000000000016,5,4,Unloading,20.400000000000002,4674.9195495,11.749248500000249,60,3.4720405535786565,0.3726146651649533
586.969,596.896,2.0,9.926999999999907,5,4,Unloading,20.400000000000002,4607.255705,13.856171999999788,60,1.9744070674871286,0.4458871380832049
598.027,607.969,1.5,9.942000000000007,5,4,Unloading,20.400000000000002,4625.806452,23.174872999999934,60,2.384998870310451,0.7427692244872138
609.1,619.055,1.0,9.954999999999927,5,4,Unloading,20.400000000000002,4543.006384,13.632108000000699,60,0.552348724523162,0.4448808038655187
620.186,630.125,0.5,9.938999999999965,5,4,Unloading,20.400000000000002,4748.540798,14.355305000000044,60,5.101531869896987,0.4482045347902277
631.056,670.998,0.1,39.94200000000001,5,4,Unloading,20.400000000000002,4515.789474,9.051289999999426,60,-0.05005505707010889,0.29716714278339607
671.927,681.861,0.5,9.933999999999969,5,5,Loading,20.400000000000002,4750.939052,19.174714499999936,60,5.1546134753702395,0.5983750034792049
682.992,692.925,1.0,9.932999999999993,5,5,Loading,20.400000000000002,4755.7384205,19.197576000000026,60,5.260839999015271,0.5984838454299937
694.057,704.0,1.5,9.942999999999984,5,5,Loading,20.400000000000002,4777.405858,12.063057500000014,60,5.740414876818664,0.3743598425817482
705.131,715.064,2.0,9.932999999999993,5,5,Loading,20.400000000000002,4753.337306,19.151813000000402,60,5.2076950808435125,0.5973587844893536
716.195,726.141,2.5,9.945999999999913,5,5,Loading,20.400000000000002,4748.540798,14.381000500000027,60,5.101531869896987,0.4490068054228401
727.271,737.209,3.0,9.937999999999988,5,5,Loading,20.400000000000002,4777.405858,33.938680000000204,60,5.740414876818664,1.053238691951223
738.339,748.279,2.5,9.93999999999994,5,5,Unloading,20.400000000000002,4625.806452,13.921205999999984,60,2.384998870310451,0.4461833894212394
749.41,759.351,2.0,9.941000000000031,5,5,Unloading,20.400000000000002,4649.117647,18.65990099999999,60,2.9009557523171976,0.5950627909029549
760.482,770.415,1.5,9.932999999999993,5,5,Unloading,20.400000000000002,4635.114504,14.003142999999909,60,2.5910180592656626,0.4479082403225106
771.546,781.487,1.0,9.940999999999917,5,5,Unloading,20.400000000000002,4600.3222184999995,20.730381499999567,60,1.8209451760664668,0.6681024100507659
782.618,792.561,0.5,9.942999999999984,5,5,Unloading,20.400000000000002,4660.825433,16.4472939999996,60,3.16008930423344,0.523185397842799
793.492,833.43,0.1,39.93799999999999,5,5,Unloading,20.400000000000002,,,0,,
