Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","0.0000"
"0.0400","0.0000","-0.0001"
"0.0460","0.0000","0.0000"
"0.0660","0.0000","0.0000"
"0.0860","0.0000","0.0000"
"0.1060","0.0000","-0.0001"
"0.1260","0.0001","-0.0001"
"0.1460","0.0003","0.0000"
"0.1660","0.0004","0.0001"
"0.1860","0.0004","0.0002"
"0.2060","0.0004","0.0001"
"0.2260","0.0005","0.0000"
"0.2460","0.0006","0.0000"
"0.2660","0.0010","0.0000"
"0.2860","0.0016","0.0000"
"0.3060","0.0023","0.0000"
"0.3260","0.0031","0.0000"
"0.3460","0.0036","0.0000"
"0.3660","0.0040","0.0000"
"0.3860","0.0042","0.0001"
"0.4060","0.0045","0.0001"
"0.4260","0.0049","0.0001"
"0.4460","0.0053","0.0001"
"0.4660","0.0056","0.0000"
"0.4860","0.0059","0.0000"
"0.5060","0.0061","0.0000"
"0.5260","0.0064","0.0000"
"0.5460","0.0066","0.0000"
"0.5660","0.0069","0.0000"
"0.5860","0.0073","0.0001"
"0.6060","0.0077","0.0001"
"0.6260","0.0082","0.0001"
"0.6460","0.0087","0.0001"
"0.6660","0.0091","0.0001"
"0.6860","0.0094","0.0001"
"0.7060","0.0097","0.0000"
"0.7260","0.0101","0.0001"
"0.7460","0.0104","0.0001"
"0.7660","0.0107","0.0000"
"0.7860","0.0110","0.0000"
"0.8060","0.0113","0.0000"
"0.8260","0.0115","0.0000"
"0.8460","0.0118","0.0000"
"0.8660","0.0120","0.0001"
"0.8860","0.0124","0.0002"
"0.9060","0.0127","0.0001"
"0.9260","0.0132","0.0000"
"0.9460","0.0137","0.0000"
"0.9660","0.0141","0.0001"
"0.9860","0.0145","0.0001"
"1.0060","0.0148","0.0001"
"1.0260","0.0150","0.0001"
"1.0460","0.0152","0.0001"
"1.0660","0.0155","0.0001"
"1.0860","0.0158","0.0001"
"1.1060","0.0162","0.0001"
"1.1260","0.0166","0.0001"
"1.1460","0.0170","0.0002"
"1.1660","0.0173","0.0002"
"1.1860","0.0175","0.0002"
"1.2060","0.0177","0.0002"
"1.2260","0.0180","0.0003"
"1.2460","0.0183","0.0003"
"1.2660","0.0187","0.0001"
"1.2860","0.0191","0.0001"
"1.3060","0.0196","0.0001"
"1.3260","0.0201","0.0001"
"1.3460","0.0205","0.0001"
"1.3660","0.0208","0.0001"
"1.3860","0.0211","0.0002"
"1.4060","0.0214","0.0002"
"1.4260","0.0217","0.0002"
"1.4460","0.0220","0.0001"
"1.4660","0.0223","0.0002"
"1.4860","0.0226","0.0003"
"1.5060","0.0229","0.0003"
"1.5260","0.0231","0.0002"
"1.5460","0.0234","0.0001"
"1.5660","0.0237","0.0001"
"1.5860","0.0241","0.0001"
"1.6060","0.0245","0.0002"
"1.6260","0.0249","0.0001"
"1.6460","0.0254","0.0002"
"1.6660","0.0258","0.0002"
"1.6860","0.0261","0.0003"
"1.7060","0.0264","0.0003"
"1.7260","0.0266","0.0002"
"1.7460","0.0269","0.0003"
"1.7660","0.0272","0.0003"
"1.7860","0.0276","0.0002"
"1.8060","0.0280","0.0002"
"1.8260","0.0284","0.0002"
"1.8460","0.0287","0.0002"
"1.8660","0.0289","0.0002"
"1.8860","0.0291","0.0002"
"1.9060","0.0294","0.0003"
"1.9260","0.0297","0.0003"
"1.9460","0.0300","0.0003"
"1.9660","0.0304","0.0002"
"1.9860","0.0309","0.0002"
"2.0060","0.0313","0.0002"
"2.0260","0.0318","0.0002"
"2.0460","0.0321","0.0003"
"2.0660","0.0325","0.0002"
"2.0860","0.0328","0.0003"
"2.1060","0.0330","0.0002"
"2.1260","0.0333","0.0002"
"2.1460","0.0337","0.0002"
"2.1660","0.0340","0.0003"
"2.1860","0.0342","0.0003"
"2.2060","0.0345","0.0003"
"2.2260","0.0347","0.0004"
"2.2460","0.0350","0.0003"
"2.2660","0.0353","0.0002"
"2.2860","0.0357","0.0001"
"2.3060","0.0362","0.0001"
