Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","-0.0001"
"0.0280","0.0000","-0.0001"
"0.0480","0.0000","-0.0001"
"0.0680","0.0000","-0.0001"
"0.0880","0.0000","-0.0001"
"0.1080","0.0002","-0.0001"
"0.1280","0.0004","0.0000"
"0.1480","0.0005","0.0000"
"0.1680","0.0005","0.0000"
"0.1880","0.0006","0.0000"
"0.2080","0.0009","0.0000"
"0.2280","0.0013","-0.0001"
"0.2480","0.0018","0.0000"
"0.2680","0.0023","-0.0001"
"0.2880","0.0028","-0.0001"
"0.3080","0.0032","-0.0001"
"0.3280","0.0035","0.0000"
"0.3480","0.0038","0.0000"
"0.3680","0.0040","0.0000"
"0.3880","0.0044","0.0001"
"0.4080","0.0048","0.0001"
"0.4280","0.0052","0.0000"
"0.4480","0.0057","0.0000"
"0.4680","0.0062","-0.0001"
"0.4880","0.0066","0.0000"
"0.5080","0.0069","0.0000"
"0.5280","0.0072","0.0000"
"0.5480","0.0075","0.0000"
"0.5680","0.0078","0.0001"
"0.5880","0.0081","0.0001"
"0.6080","0.0084","0.0001"
"0.6280","0.0087","0.0002"
"0.6480","0.0090","0.0001"
"0.6680","0.0092","0.0001"
"0.6880","0.0095","0.0001"
"0.7080","0.0098","0.0001"
"0.7280","0.0102","0.0001"
"0.7480","0.0106","0.0001"
"0.7680","0.0111","0.0001"
"0.7880","0.0116","0.0001"
"0.8080","0.0119","0.0001"
"0.8280","0.0122","0.0001"
"0.8480","0.0124","0.0001"
"0.8680","0.0127","0.0001"
"0.8880","0.0130","0.0001"
"0.9080","0.0134","0.0001"
"0.9280","0.0138","0.0001"
"0.9480","0.0141","0.0001"
"0.9680","0.0145","0.0001"
"0.9880","0.0148","0.0000"
"1.0080","0.0150","0.0001"
"1.0280","0.0152","0.0001"
"1.0480","0.0155","0.0001"
"1.0680","0.0158","0.0001"
"1.0880","0.0162","0.0001"
"1.1080","0.0166","0.0001"
"1.1280","0.0171","0.0001"
"1.1480","0.0175","0.0001"
"1.1680","0.0179","0.0001"
"1.1880","0.0183","0.0001"
"1.2080","0.0186","0.0001"
"1.2280","0.0189","0.0002"
"1.2480","0.0192","0.0001"
"1.2680","0.0195","0.0001"
"1.2880","0.0198","0.0001"
"1.3080","0.0200","0.0001"
"1.3280","0.0203","0.0001"
"1.3480","0.0206","0.0002"
"1.3680","0.0208","0.0003"
"1.3880","0.0211","0.0002"
"1.4080","0.0215","0.0002"
"1.4280","0.0219","0.0002"
"1.4480","0.0224","0.0001"
"1.4680","0.0228","0.0001"
"1.4880","0.0232","0.0002"
"1.5080","0.0236","0.0002"
"1.5280","0.0238","0.0002"
"1.5480","0.0241","0.0000"
"1.5680","0.0244","0.0001"
"1.5880","0.0247","0.0002"
"1.6080","0.0251","0.0002"
"1.6280","0.0255","0.0002"
"1.6480","0.0258","0.0003"
"1.6680","0.0261","0.0003"
"1.6880","0.0264","0.0002"
"1.7080","0.0266","0.0002"
"1.7280","0.0269","0.0003"
"1.7480","0.0272","0.0002"
"1.7680","0.0275","0.0002"
"1.7880","0.0279","0.0003"
"1.8080","0.0283","0.0003"
"1.8280","0.0288","0.0002"
"1.8480","0.0292","0.0002"
"1.8680","0.0296","0.0001"
"1.8880","0.0299","0.0002"
"1.9080","0.0302","0.0003"
"1.9280","0.0305","0.0003"
"1.9480","0.0308","0.0002"
"1.9680","0.0311","0.0003"
"1.9880","0.0315","0.0002"
"2.0080","0.0317","0.0002"
"2.0280","0.0320","0.0003"
"2.0480","0.0323","0.0003"
"2.0680","0.0325","0.0002"
"2.0880","0.0329","0.0002"
"2.1080","0.0333","0.0002"
"2.1280","0.0337","0.0001"
"2.1480","0.0342","0.0000"
"2.1680","0.0346","0.0001"
"2.1880","0.0349","0.0002"
"2.2080","0.0352","0.0003"
"2.2280","0.0354","0.0003"
"2.2480","0.0357","0.0003"
"2.2680","0.0360","0.0003"
"2.2880","0.0364","0.0003"
