Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","0.0001"
"0.0270","0.0000","0.0000"
"0.0470","0.0000","0.0000"
"0.0670","0.0000","0.0000"
"0.0870","0.0000","0.0000"
"0.1070","0.0001","0.0000"
"0.1270","0.0003","-0.0001"
"0.1470","0.0004","0.0000"
"0.1670","0.0004","0.0000"
"0.1870","0.0004","-0.0001"
"0.2070","0.0006","0.0000"
"0.2270","0.0009","0.0000"
"0.2470","0.0015","0.0000"
"0.2670","0.0021","0.0000"
"0.2870","0.0027","0.0000"
"0.3070","0.0031","0.0000"
"0.3270","0.0033","0.0001"
"0.3470","0.0036","0.0001"
"0.3670","0.0040","0.0000"
"0.3870","0.0045","0.0000"
"0.4070","0.0050","0.0001"
"0.4270","0.0055","0.0001"
"0.4470","0.0060","0.0000"
"0.4670","0.0063","0.0000"
"0.4870","0.0065","-0.0001"
"0.5070","0.0067","0.0000"
"0.5270","0.0070","0.0002"
"0.5470","0.0073","0.0002"
"0.5670","0.0077","0.0000"
"0.5870","0.0081","0.0000"
"0.6070","0.0084","0.0000"
"0.6270","0.0087","0.0001"
"0.6470","0.0089","0.0001"
"0.6670","0.0091","0.0000"
"0.6870","0.0094","0.0000"
"0.7070","0.0097","0.0001"
"0.7270","0.0101","0.0001"
"0.7470","0.0105","0.0001"
"0.7670","0.0110","0.0001"
"0.7870","0.0114","0.0001"
"0.8070","0.0118","0.0001"
"0.8270","0.0122","0.0001"
"0.8470","0.0125","0.0000"
"0.8670","0.0128","0.0000"
"0.8870","0.0131","0.0001"
"0.9070","0.0134","0.0001"
"0.9270","0.0137","0.0002"
"0.9470","0.0140","0.0002"
"0.9670","0.0143","0.0002"
"0.9870","0.0145","0.0001"
"1.0070","0.0148","0.0000"
"1.0270","0.0151","0.0001"
"1.0470","0.0155","0.0001"
"1.0670","0.0159","0.0001"
"1.0870","0.0164","0.0001"
"1.1070","0.0168","0.0001"
"1.1270","0.0172","0.0001"
"1.1470","0.0175","0.0001"
"1.1670","0.0178","0.0002"
"1.1870","0.0180","0.0002"
"1.2070","0.0183","0.0002"
"1.2270","0.0186","0.0003"
"1.2470","0.0190","0.0003"
"1.2670","0.0194","0.0002"
"1.2870","0.0198","0.0002"
"1.3070","0.0201","0.0002"
"1.3270","0.0203","0.0002"
"1.3470","0.0205","0.0002"
"1.3670","0.0208","0.0002"
"1.3870","0.0211","0.0002"
"1.4070","0.0214","0.0001"
"1.4270","0.0218","0.0002"
"1.4470","0.0223","0.0002"
"1.4670","0.0227","0.0003"
"1.4870","0.0232","0.0002"
"1.5070","0.0235","0.0002"
"1.5270","0.0239","0.0003"
"1.5470","0.0242","0.0002"
"1.5670","0.0245","0.0002"
"1.5870","0.0248","0.0002"
"1.6070","0.0251","0.0003"
"1.6270","0.0254","0.0003"
"1.6470","0.0256","0.0002"
"1.6670","0.0259","0.0002"
"1.6870","0.0261","0.0002"
"1.7070","0.0264","0.0001"
"1.7270","0.0267","0.0001"
"1.7470","0.0271","0.0001"
"1.7670","0.0276","0.0002"
"1.7870","0.0281","0.0003"
"1.8070","0.0285","0.0001"
"1.8270","0.0289","0.0002"
"1.8470","0.0292","0.0003"
"1.8670","0.0295","0.0003"
"1.8870","0.0297","0.0002"
"1.9070","0.0300","0.0001"
"1.9270","0.0303","0.0002"
"1.9470","0.0307","0.0003"
"1.9670","0.0311","0.0002"
"1.9870","0.0314","0.0001"
"2.0070","0.0317","0.0001"
"2.0270","0.0319","0.0002"
"2.0470","0.0321","0.0003"
"2.0670","0.0324","0.0003"
"2.0870","0.0328","0.0003"
"2.1070","0.0331","0.0002"
"2.1270","0.0336","0.0003"
"2.1470","0.0340","0.0002"
"2.1670","0.0345","0.0002"
"2.1870","0.0349","0.0002"
"2.2070","0.0352","0.0002"
"2.2270","0.0355","0.0003"
"2.2470","0.0358","0.0003"
"2.2670","0.0361","0.0003"
"2.2870","0.0364","0.0003"
"2.3070","0.0367","0.0003"
