Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","-0.0001"
"0.0240","0.0000","-0.0001"
"0.0440","0.0000","0.0000"
"0.0640","0.0000","0.0000"
"0.0840","0.0000","-0.0001"
"0.1040","0.0001","0.0000"
"0.1240","0.0003","0.0000"
"0.1440","0.0004","-0.0001"
"0.1640","0.0004","0.0000"
"0.1840","0.0005","-0.0001"
"0.2040","0.0007","-0.0001"
"0.2240","0.0010","0.0000"
"0.2440","0.0015","0.0001"
"0.2640","0.0020","0.0001"
"0.2840","0.0024","0.0001"
"0.3040","0.0029","0.0001"
"0.3240","0.0035","0.0000"
"0.3440","0.0040","0.0001"
"0.3640","0.0044","0.0000"
"0.3840","0.0048","-0.0001"
"0.4040","0.0050","0.0000"
"0.4240","0.0053","0.0001"
"0.4440","0.0056","0.0001"
"0.4640","0.0060","0.0001"
"0.4840","0.0064","0.0001"
"0.5040","0.0067","0.0001"
"0.5240","0.0070","0.0001"
"0.5440","0.0073","0.0000"
"0.5640","0.0075","0.0001"
"0.5840","0.0078","0.0000"
"0.6040","0.0081","0.0000"
"0.6240","0.0084","0.0001"
"0.6440","0.0088","0.0001"
"0.6640","0.0093","0.0000"
"0.6840","0.0097","0.0000"
"0.7040","0.0102","0.0000"
"0.7240","0.0105","0.0000"
"0.7440","0.0108","0.0001"
"0.7640","0.0111","0.0000"
"0.7840","0.0114","0.0001"
"0.8040","0.0117","0.0002"
"0.8240","0.0120","0.0001"
"0.8440","0.0123","0.0001"
"0.8640","0.0126","0.0000"
"0.8840","0.0129","0.0001"
"0.9040","0.0131","0.0001"
"0.9240","0.0134","0.0001"
"0.9440","0.0137","0.0001"
"0.9640","0.0141","0.0001"
"0.9840","0.0145","0.0002"
"1.0040","0.0150","0.0001"
"1.0240","0.0155","0.0002"
"1.0440","0.0159","0.0001"
"1.0640","0.0161","0.0001"
"1.0840","0.0164","0.0001"
"1.1040","0.0166","0.0002"
"1.1240","0.0169","0.0002"
"1.1440","0.0173","0.0002"
"1.1640","0.0177","0.0001"
"1.1840","0.0181","0.0002"
"1.2040","0.0184","0.0001"
"1.2240","0.0187","0.0001"
"1.2440","0.0189","0.0001"
"1.2640","0.0192","0.0002"
"1.2840","0.0194","0.0001"
"1.3040","0.0198","0.0001"
"1.3240","0.0201","0.0001"
"1.3440","0.0206","0.0002"
"1.3640","0.0210","0.0003"
"1.3840","0.0215","0.0002"
"1.4040","0.0219","0.0002"
"1.4240","0.0222","0.0003"
"1.4440","0.0225","0.0002"
"1.4640","0.0228","0.0003"
"1.4840","0.0231","0.0002"
"1.5040","0.0234","0.0002"
"1.5240","0.0237","0.0002"
"1.5440","0.0240","0.0002"
"1.5640","0.0243","0.0002"
"1.5840","0.0245","0.0002"
"1.6040","0.0248","0.0002"
"1.6240","0.0251","0.0001"
"1.6440","0.0254","0.0002"
"1.6640","0.0258","0.0002"
"1.6840","0.0263","0.0003"
"1.7040","0.0268","0.0002"
"1.7240","0.0272","0.0002"
"1.7440","0.0275","0.0003"
"1.7640","0.0278","0.0002"
"1.7840","0.0280","0.0002"
"1.8040","0.0283","0.0002"
"1.8240","0.0287","0.0002"
"1.8440","0.0291","0.0001"
"1.8640","0.0295","0.0002"
"1.8840","0.0298","0.0003"
"1.9040","0.0301","0.0003"
"1.9240","0.0303","0.0003"
"1.9440","0.0306","0.0002"
"1.9640","0.0308","0.0002"
"1.9840","0.0311","0.0002"
"2.0040","0.0314","0.0003"
"2.0240","0.0318","0.0003"
"2.0440","0.0323","0.0002"
"2.0640","0.0328","0.0002"
"2.0840","0.0332","0.0002"
"2.1040","0.0335","0.0002"
"2.1240","0.0338","0.0003"
"2.1440","0.0341","0.0003"
"2.1640","0.0344","0.0003"
"2.1840","0.0347","0.0003"
"2.2040","0.0351","0.0003"
"2.2240","0.0354","0.0003"
"2.2440","0.0357","0.0003"
"2.2640","0.0359","0.0002"
"2.2840","0.0362","0.0003"
"2.3040","0.0365","0.0003"
