Time,Displacement,Force
(s),(mm),(kN)
"3.7120","0.0601","0.0004"
"3.7320","0.0606","0.0004"
"3.7520","0.0610","0.0004"
"3.7720","0.0613","0.0004"
"3.7920","0.0616","0.0004"
"3.8120","0.0618","0.0004"
"3.8320","0.0620","0.0004"
"3.8520","0.0623","0.0005"
"3.8720","0.0627","0.0006"
"3.8920","0.0631","0.0005"
"3.9120","0.0634","0.0004"
"3.9320","0.0637","0.0004"
"3.9520","0.0640","0.0004"
"3.9720","0.0642","0.0004"
"3.9920","0.0645","0.0004"
"4.0120","0.0648","0.0004"
"4.0320","0.0651","0.0003"
"4.0520","0.0655","0.0005"
"4.0720","0.0660","0.0005"
"4.0920","0.0664","0.0005"
"4.1120","0.0669","0.0005"
"4.1320","0.0672","0.0005"
"4.1520","0.0676","0.0005"
"4.1720","0.0679","0.0005"
"4.1920","0.0682","0.0006"
"4.2120","0.0685","0.0004"
"4.2320","0.0688","0.0004"
"4.2520","0.0691","0.0004"
"4.2720","0.0694","0.0004"
"4.2920","0.0696","0.0004"
"4.3120","0.0699","0.0004"
"4.3320","0.0702","0.0005"
"4.3520","0.0705","0.0006"
"4.3720","0.0709","0.0005"
"4.3920","0.0713","0.0006"
"4.4120","0.0718","0.0005"
"4.4320","0.0722","0.0004"
"4.4520","0.0726","0.0003"
"4.4720","0.0729","0.0005"
"4.4920","0.0731","0.0006"
"4.5120","0.0734","0.0005"
"4.5320","0.0737","0.0005"
"4.5520","0.0740","0.0006"
"4.5720","0.0744","0.0005"
"4.5920","0.0748","0.0005"
"4.6120","0.0751","0.0006"
"4.6320","0.0754","0.0006"
"4.6520","0.0756","0.0006"
"4.6720","0.0759","0.0006"
"4.6920","0.0761","0.0005"
"4.7120","0.0765","0.0005"
"4.7320","0.0768","0.0005"
"4.7520","0.0772","0.0005"
"4.7720","0.0777","0.0005"
"4.7920","0.0781","0.0005"
"4.8120","0.0785","0.0005"
"4.8320","0.0789","0.0006"
"4.8520","0.0792","0.0006"
"4.8720","0.0795","0.0006"
"4.8920","0.0798","0.0006"
"4.9120","0.0801","0.0006"
"4.9320","0.0804","0.0006"
"4.9520","0.0807","0.0005"
"4.9720","0.0809","0.0006"
"4.9920","0.0812","0.0006"
"5.0120","0.0815","0.0006"
"5.0320","0.0818","0.0006"
"5.0520","0.0821","0.0006"
"5.0720","0.0825","0.0006"
"5.0920","0.0830","0.0006"
"5.1120","0.0835","0.0006"
"5.1320","0.0840","0.0006"
"5.1520","0.0843","0.0006"
"5.1720","0.0846","0.0006"
"5.1920","0.0848","0.0006"
"5.2120","0.0851","0.0006"
"5.2320","0.0854","0.0007"
"5.2520","0.0857","0.0007"
"5.2720","0.0861","0.0006"
"5.2920","0.0865","0.0006"
"5.3120","0.0868","0.0006"
"5.3320","0.0870","0.0005"
"5.3520","0.0872","0.0006"
"5.3720","0.0875","0.0006"
"5.3920","0.0878","0.0007"
"5.4120","0.0881","0.0007"
"5.4320","0.0885","0.0006"
"5.4520","0.0890","0.0006"
"5.4720","0.0894","0.0006"
"5.4920","0.0898","0.0006"
"5.5120","0.0902","0.0006"
"5.5320","0.0905","0.0006"
"5.5520","0.0908","0.0006"
"5.5720","0.0911","0.0006"
"5.5920","0.0914","0.0006"
"5.6120","0.0918","0.0007"
"5.6320","0.0921","0.0006"
"5.6520","0.0923","0.0006"
"5.6720","0.0926","0.0005"
"5.6920","0.0929","0.0006"
"5.7120","0.0931","0.0005"
"5.7320","0.0935","0.0006"
"5.7520","0.0939","0.0007"
"5.7720","0.0943","0.0007"
"5.7920","0.0948","0.0008"
"5.8120","0.0953","0.0007"
"5.8320","0.0956","0.0006"
"5.8520","0.0959","0.0005"
"5.8720","0.0961","0.0006"
"5.8920","0.0964","0.0006"
"5.9120","0.0967","0.0007"
"5.9320","0.0971","0.0006"
"5.9520","0.0975","0.0007"
"5.9720","0.0978","0.0007"
"5.9920","0.0981","0.0007"
"6.0120","0.0984","0.0007"
"6.0320","0.0986","0.0007"
"6.0520","0.0988","0.0006"
"6.0720","0.0991","0.0007"
"6.0920","0.0994","0.0008"
"6.1120","0.0998","0.0008"
"6.1220","0.1000","0.0007"
"6.1230","0.1000","0.0007"
"6.1240","0.1001","0.0007"
"6.1440","0.1003","0.0007"
"6.1640","0.1005","0.0007"
"6.1840","0.1005","0.0007"
"6.2040","0.1005","0.0007"
"6.2240","0.1005","0.0007"
"6.2440","0.1005","0.0007"
"6.2640","0.1005","0.0008"
"6.2840","0.1005","0.0006"
"6.3040","0.1005","0.0006"
"6.3240","0.1005","0.0007"
"6.3440","0.1004","0.0007"
"6.3640","0.1004","0.0006"
"6.3840","0.1004","0.0006"
"6.4040","0.1004","0.0006"
"6.4240","0.1004","0.0007"
"6.4440","0.1004","0.0008"
"6.4640","0.1004","0.0007"
"6.4840","0.1003","0.0007"
"6.5040","0.1003","0.0007"
"6.5240","0.1003","0.0006"
"6.5440","0.1003","0.0006"
"6.5640","0.1003","0.0007"
"6.5840","0.1003","0.0006"
"6.6040","0.1002","0.0006"
"6.6240","0.1002","0.0006"
"6.6440","0.1002","0.0006"
"6.6640","0.1002","0.0007"
"6.6840","0.1001","0.0007"
"6.7040","0.1001","0.0007"
"6.7240","0.1001","0.0007"
"6.7440","0.1001","0.0006"
"6.7640","0.1001","0.0006"
"6.7840","0.1001","0.0007"
"6.8040","0.1001","0.0007"
"6.8240","0.1001","0.0007"
"6.8440","0.1001","0.0006"
"6.8640","0.1001","0.0007"
